업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,열정국밥,"충청북도 청주시 청원구 율천북로 119, 1층 (율량동)",충청북도 청주시 청원구 율량동 1600 , 043- 215-9232,한식
일반음식점,국내산고기,"충청북도 청주시 청원구 율천북로 119, 1층 (율량동)",충청북도 청주시 청원구 율량동 1600 ,,식육(숯불구이)
일반음식점,25시반점사천율량점,충청북도 청주시 청원구 사뜸로 20 (율량동),충청북도 청주시 청원구 율량동 1618 , 043- 212-5051,한식
일반음식점,찌개랑도시락,충청북도 청주시 청원구 사뜸로18번길 7 (율량동),충청북도 청주시 청원구 율량동 1624 ,043 - 215-9205,한식
일반음식점,만나식당,충청북도 청주시 청원구 사뜸로18번길 13 (율량동),충청북도 청주시 청원구 율량동 1626 ,,한식
일반음식점,미르,충청북도 청주시 청원구 사뜸로 24 (율량동),충청북도 청주시 청원구 율량동 1635 , 043- 213-2218,호프/통닭
일반음식점,옛날봉명왕순대,충청북도 청주시 청원구 사뜸로 24-1 (율량동),충청북도 청주시 청원구 율량동 1647 (1층) ,,한식
일반음식점,오구구닭발포차,"충청북도 청주시 청원구 사뜸로 26, 1층 (율량동)",충청북도 청주시 청원구 율량동 1650 , 043- 211-5992,한식
일반음식점,사천돼지촌,"충청북도 청주시 청원구 사뜸로28번길 5 (율량동,외1필지(1층))",충청북도 청주시 청원구 율량동 1656 외1필지(1층) , 043-212 -2577,식육(숯불구이)
일반음식점,엄마손칼국수,충청북도 청주시 청원구 사뜸로 28 (율량동),충청북도 청주시 청원구 율량동 1657 , 043- 211-5223,분식
일반음식점,투다리행운점,충청북도 청주시 청원구 사뜸로 30 (율량동),충청북도 청주시 청원구 율량동 1658 , 043- 212-3588,한식
일반음식점,마선생마약국밥 율량점,"충청북도 청주시 청원구 사뜸로 32, 1층 (율량동)",충청북도 청주시 청원구 율량동 1661 , 043- 213-2828,기타
일반음식점,옛날칼국수,충청북도 청주시 청원구 사뜸로 32 (율량동),충청북도 청주시 청원구 율량동 1661 , 043- 213-8457,한식
일반음식점,명품숯불생고기전문점,"충청북도 청주시 청원구 사뜸로 32-1, 1층 (율량동)",충청북도 청주시 청원구 율량동 1662 ,,한식
일반음식점,60계치킨 청주율량사천점,충청북도 청주시 청원구 사뜸로 34 (율량동),충청북도 청주시 청원구 율량동 1663 , 043- 222-5074,한식
일반음식점,짬뽕별,"충청북도 청주시 청원구 사뜸로36번길 22, 1층 (율량동)",충청북도 청주시 청원구 율량동 1704 1층 ,,중국식
일반음식점,육회한사시미,"충청북도 청주시 청원구 율봉로116번길 46, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 1704-3 101호,070 -8802-4116,한식
일반음식점,육회원칙,"충청북도 청주시 청원구 율천북로 133-2, 1층 (율량동)",충청북도 청주시 청원구 율량동 1779 ,043 -265 -6663,한식
일반음식점,네오피자 청원구점,"충청북도 청주시 청원구 공항로97번길 11, 1층 (율량동)",충청북도 청주시 청원구 율량동 1812 ,,기타
일반음식점,이로운닭강정.치킨,"충청북도 청주시 청원구 공항로 103, 1층 (율량동)",충청북도 청주시 청원구 율량동 1875 반석교회 ,,호프/통닭
일반음식점,얇은피 손만두,"충청북도 청주시 청원구 율량로 154, 1층 102호 (율량동)",충청북도 청주시 청원구 율량동 1904 102호,,한식
일반음식점,풍경장어,"충청북도 청주시 청원구 1순환로1896번길 19-34, 3층 (율량동)",충청북도 청주시 청원구 율량동 192-4 , 043- 715-9282,한식
일반음식점,상리한우,"충청북도 청주시 청원구 1순환로1896번길 19-34, 2층 201,202호 (율량동)","충청북도 청주시 청원구 율량동 192-4 201,202호",,식육(숯불구이)
일반음식점,상리한우식당,"충청북도 청주시 청원구 1순환로1896번길 19-34, 엔엠타워 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 192-4 엔엠타워 101호,,식육(숯불구이)
일반음식점,명가한상,"충청북도 청주시 청원구 1순환로1896번길 19-32, 3층 302,303호 (율량동)",충청북도 청주시 청원구 율량동 192-8 ,043 -218 -8845,한식
일반음식점,한입두잎,"충청북도 청주시 청원구 1순환로1896번길 19-32, 103호 (율량동)",충청북도 청주시 청원구 율량동 192-8 103호,,한식
일반음식점,송학쭈꾸미,"충청북도 청주시 청원구 1순환로1896번길 19-32, 3층 301호 (율량동)",충청북도 청주시 청원구 율량동 192-8 3층 301호,,경양식
일반음식점,이우철한방누룽지삼계탕,"충청북도 청주시 청원구 1순환로1896번길 19-32, 창공타워 1층 102호 (율량동)",충청북도 청주시 청원구 율량동 192-8 창공타워 102호,,한식
일반음식점,아이벗치킨,"충청북도 청주시 청원구 율봉로 271, 1층 103호 (율량동)",충청북도 청주시 청원구 율량동 1959 103호,,호프/통닭
일반음식점,37.5 청주율량점,충청북도 청주시 청원구 율량로 176 (율량동),충청북도 청주시 청원구 율량동 1962 ,,경양식
일반음식점,멍드(Mende),"충청북도 청주시 청원구 율량로 170, 1층 103호 (율량동)",충청북도 청주시 청원구 율량동 1965 ,,한식
일반음식점,미미김밥,"충청북도 청주시 청원구 율량로 170, 101호 (율량동)",충청북도 청주시 청원구 율량동 1965 101호,,분식
일반음식점,현수네 시오야끼,"충청북도 청주시 청원구 율량로 166, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 1968 101호,,식육(숯불구이)
일반음식점,화후정,"충청북도 청주시 청원구 율량로 166, 102, 103호 (율량동)",충청북도 청주시 청원구 율량동 1968 102.3호,,중국식
일반음식점,스트릿테이블율량동점,"충청북도 청주시 청원구 율량로 164, 103호 (율량동)",충청북도 청주시 청원구 율량동 1969 ,043 -214 -9121,한식
일반음식점,오늘도여기 핵밥 율량점,"충청북도 청주시 청원구 율봉로 258, 103호 (율량동)",충청북도 청주시 청원구 율량동 1974 103호,,한식
일반음식점,은신처,"충청북도 청주시 청원구 율봉로 260, 1층 104호 (율량동)",충청북도 청주시 청원구 율량동 1975 104호,,일식
일반음식점,그랑지,"충청북도 청주시 청원구 율봉로 264, 103호 (율량동)",충청북도 청주시 청원구 율량동 1976 103호,043 -213 -0827,경양식
일반음식점,사카바초,"충청북도 청주시 청원구 율봉로 268, 1층 (율량동)",충청북도 청주시 청원구 율량동 1978 1층 ,,일식
일반음식점,타베르나,"충청북도 청주시 청원구 율봉로 270, 1층 102호 (율량동)",충청북도 청주시 청원구 율량동 1979 ,,"외국음식전문점(인도,태국등)"
일반음식점,오태식 해바라기치킨 율량점,"충청북도 청주시 청원구 율봉로 270-1, 101호 (율량동)",충청북도 청주시 청원구 율량동 1980 ,,호프/통닭
일반음식점,왕천파닭율량점,"충청북도 청주시 청원구 율봉로 270-1, 102,103호 (율량동)","충청북도 청주시 청원구 율량동 1980 102,3호",,호프/통닭
일반음식점,BBQ율량2지구점,"충청북도 청주시 청원구 율봉로 272, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 1982 101호,,호프/통닭
일반음식점,부에노부스,"충청북도 청주시 청원구 율량로 184, 1층 103,104호 (율량동)",충청북도 청주시 청원구 율량동 1984 ,,패밀리레스트랑
일반음식점,와플로우,"충청북도 청주시 청원구 율량로 184, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 1984 1층 101호,,분식
일반음식점,오복성불짬뽕,"충청북도 청주시 청원구 율량로 186 (율량동, 1층)",충청북도 청주시 청원구 율량동 1985 1층 ,,중국식
일반음식점,오로시라멘,"충청북도 청주시 청원구 율량로 188, 1층 102호 (율량동)",충청북도 청주시 청원구 율량동 1986 102호,,일식
일반음식점,로바다야키진원,"충청북도 청주시 청원구 율봉로262번길 13-16, 1층 (율량동)",충청북도 청주시 청원구 율량동 1988 ,,횟집
일반음식점,진원,"충청북도 청주시 청원구 율봉로262번길 13-10, 1층 (율량동)",충청북도 청주시 청원구 율량동 1989 , 043- 211-2299,식육(숯불구이)
일반음식점,웃는돼지삼겹살,충청북도 청주시 청원구 율봉로262번길 13-8 (율량동),충청북도 청주시 청원구 율량동 1990 ,043 -241 -1125,호프/통닭
일반음식점,라와마라탕 청주율량점,"충청북도 청주시 청원구 율봉로262번길 13-8, 102호 (율량동)",충청북도 청주시 청원구 율량동 1990 102호,,중국식
일반음식점,다원 참치&스시,"충청북도 청주시 청원구 율봉로262번길 14-7, 1층 (율량동)",충청북도 청주시 청원구 율량동 2012 ,043 -214 -5114,일식
일반음식점,아재해물포차,"충청북도 청주시 청원구 충청대로 100, 1층 108호 (율량동)",충청북도 청주시 청원구 율량동 2015 ,043 -212 -3492,기타
일반음식점,루트커피 율량점,"충청북도 청주시 청원구 충청대로 100, 105,6,7호 (율량동)","충청북도 청주시 청원구 율량동 2015 105, 106, 107호 ",,경양식
일반음식점,짬뽕지존,"충청북도 청주시 청원구 1순환로 162, 1층 106~108호 (율량동)",충청북도 청주시 청원구 율량동 2019 ,,중국식
일반음식점,명불허전 원조골뱅이,"충청북도 청주시 청원구 1순환로 162, 103(일부)호~104호 (율량동)",충청북도 청주시 청원구 율량동 2019 ,,한식
일반음식점,일월육일 청주율량점,"충청북도 청주시 청원구 1순환로 162, 1층 102호 (율량동)",충청북도 청주시 청원구 율량동 2019 102호,,일식
일반음식점,강화우돈 청주점,"충청북도 청주시 청원구 율량로190번길 81, 1층 (율량동)",충청북도 청주시 청원구 율량동 2020 , 043- 216-0021,식육(숯불구이)
일반음식점,뺑덕 산더미오리,"충청북도 청주시 청원구 율량로190번길 81, 2층 (율량동)",충청북도 청주시 청원구 율량동 2020 , 043- 223-9445,식육(숯불구이)
일반음식점,위찜(율량점),"충청북도 청주시 청원구 율량로190번길 81, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 2020 ,,한식
일반음식점,브이(V),"충청북도 청주시 청원구 율량로190번길 81, 104호 (율량동)",충청북도 청주시 청원구 율량동 2020 ,,한식
일반음식점,스페이스(SPACE)2020,"충청북도 청주시 청원구 율량로190번길 81, 2층 (율량동)",충청북도 청주시 청원구 율량동 2020 ,,기타
일반음식점,선미,"충청북도 청주시 청원구 율량로190번길 81, 103호 (율량동)",충청북도 청주시 청원구 율량동 2020 103호,,정종/대포집/소주방
일반음식점,곱창군 본점,"충청북도 청주시 청원구 율량로190번길 81, 105호 (율량동)",충청북도 청주시 청원구 율량동 2020 105호,,한식
일반음식점,멕시카나 율량2지구 라마다점,"충청북도 청주시 청원구 율량로190번길 71, 1층 109,110호 (율량동)",충청북도 청주시 청원구 율량동 2021 ,043 -272 -2700,한식
일반음식점,강금옥쭈꾸미,"충청북도 청주시 청원구 율량로190번길 71, 1층 102,103,104호 (율량동)",충청북도 청주시 청원구 율량동 2021 ,,한식
일반음식점,오바,"충청북도 청주시 청원구 율량로190번길 71, 2층 202~203호 (율량동)",충청북도 청주시 청원구 율량동 2021 ,,정종/대포집/소주방
일반음식점,삼구참치,"충청북도 청주시 청원구 율량로190번길 71, 1층 107호 (율량동)",충청북도 청주시 청원구 율량동 2021 ,,횟집
일반음식점,블루샥 청주율량점,"충청북도 청주시 청원구 율량로190번길 71, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 2021 ,,기타
일반음식점,적적 율량점,"충청북도 청주시 청원구 율량로190번길 71, 108호 (율량동)",충청북도 청주시 청원구 율량동 2021 108호,,한식
일반음식점,주술,"충청북도 청주시 청원구 율량로190번길 71, 1층 106호 (율량동)",충청북도 청주시 청원구 율량동 2021 1층 106호,,한식
일반음식점,청주미식,"충청북도 청주시 청원구 율량로190번길 71, 비토프라자 2층 204호 (율량동)",충청북도 청주시 청원구 율량동 2021 204호,070 -8691-4471,한식
일반음식점,본토막창,"충청북도 청주시 청원구 율량로202번길 70-1, 101호 (율량동)",충청북도 청주시 청원구 율량동 2022 ,,한식
일반음식점,방망이 장어,"충청북도 청주시 청원구 율량로202번길 70-1, 1층 (율량동)",충청북도 청주시 청원구 율량동 2022 ,,한식
일반음식점,오로라,"충청북도 청주시 청원구 율량로202번길 70-1, 3층 (율량동)",충청북도 청주시 청원구 율량동 2022 ,,호프/통닭
일반음식점,청담이상(율량점),"충청북도 청주시 청원구 율량로202번길 70, 101호 (율량동)",충청북도 청주시 청원구 율량동 2023 101호,043 -211 -9888,일식
일반음식점,어사출또율량점,"충청북도 청주시 청원구 율량로202번길 70, 1층 (율량동)",충청북도 청주시 청원구 율량동 2023 102호, 043- 215-5475,일식
일반음식점,해강,"충청북도 청주시 청원구 율량로202번길 70, 103호 (율량동)",충청북도 청주시 청원구 율량동 2023 103호,,한식
